listing_id,year,month,platform,category,product_name,brand,dark_pattern_type,ccpa_category,severity_score,actual_price_inr,displayed_original_price_inr,price_inflation_inr,price_inflation_pct,hidden_fee_inr,ccpa_violation,sev_norm,inf_norm,fee_norm,contrib_severity,contrib_inflation,contrib_hidden_fee,base_score,ccpa_penalty,harm_score,risk_tier
LST07721,2024,8,Flipkart,Toys,Mattel Hot Wheels 20-Car Gift Pack,Mattel,Misleading Discount Badge,Pricing Manipulation,4,822,1435,613,74.5742,0,Yes,0.6666666666666666,0.30348354282947726,0.0,27.0,9.56,0.0,36.55973159912853,10.0,46.56,🟢 Low
LST07723,2024,8,Flipkart,Mobile Phones,Redmi 12C 4GB RAM 64GB Storage,Xiaomi,False Scarcity,Scarcity Creation,4,7505,11514,4009,53.4177,0,Yes,0.6666666666666666,0.212354658550432,0.0,27.0,6.69,0.0,33.68917174433861,10.0,43.69,🟢 Low
LST07724,2024,8,Flipkart,Home & Kitchen,Solimo Stainless Steel Dinner Set 26 Pcs,Solimo,Inflated Original Price,Pricing Manipulation,5,845,1402,557,65.9172,0,Yes,1.0,0.2661946362899411,0.0,40.5,8.39,0.0,48.88513104313315,10.0,58.89,🟡 Medium
LST07725,2024,8,Flipkart,Electronics,Amkette EvoFox Elite Play Gamepad,Amkette,False Scarcity,Scarcity Creation,4,922,1727,805,87.3102,0,Yes,0.6666666666666666,0.3583422136955429,0.0,27.0,11.29,0.0,38.2877797314096,10.0,48.29,🟢 Low
LST07727,2024,8,Flipkart,Beauty,Minimalist 10% Niacinamide Serum,Minimalist,Inflated Original Price,Pricing Manipulation,5,644,971,327,50.7764,0,Yes,1.0,0.20097760081185323,0.0,40.5,6.33,0.0,46.83079442557337,10.0,56.83,🟡 Medium
LST07729,2024,8,Flipkart,Books,Think and Grow Rich - Napoleon Hill,Napoleon Hill,Fake Countdown Timer,Urgency Creation,3,146,280,134,91.7808,0,Yes,0.3333333333333333,0.37759874431534773,0.0,13.5,11.89,0.0,25.394360445933454,10.0,35.39,🟢 Low
LST07733,2024,8,Meesho,Footwear,Bata Men's Formal Lace-up Shoes,Bata,Misleading Discount Badge,Pricing Manipulation,4,1265,2580,1315,103.9526,0,Yes,0.6666666666666666,0.4300271967374253,0.0,27.0,13.55,0.0,40.5458566972289,10.0,50.55,🟡 Medium
LST07734,2024,8,Meesho,Books,Atomic Habits - James Clear,James Clear,Fake Countdown Timer,Urgency Creation,3,320,486,166,51.875,0,Yes,0.3333333333333333,0.20570967805851303,0.0,13.5,6.48,0.0,19.979854858843158,10.0,29.98,🟢 Low
LST07735,2024,8,Meesho,Electronics,Portronics Mport 7C USB Hub,Portronics,Hidden Convenience Fee,Drip Pricing,5,647,1112,465,71.8702,22,Yes,1.0,0.2918364129596718,0.18333333333333332,40.5,9.19,3.3,52.99284700822965,10.0,62.99,🟡 Medium
LST07736,2024,8,Meesho,Books,Think and Grow Rich - Napoleon Hill,Napoleon Hill,Fake Countdown Timer,Urgency Creation,3,138,277,139,100.7246,0,Yes,0.3333333333333333,0.4161230047182936,0.0,13.5,13.11,0.0,26.607874648626247,10.0,36.61,🟢 Low
LST07737,2024,8,Meesho,Footwear,Woodland Men's Camel Leather Boot,Woodland,False Scarcity,Scarcity Creation,4,2734,4807,2073,75.823,0,Yes,0.6666666666666666,0.308862587127337,0.0,27.0,9.73,0.0,36.729171494511114,10.0,46.73,🟢 Low
LST07738,2024,8,Meesho,Mobile Phones,realme narzo N53 4GB+64GB,realme,Forced Continuity,Subscription Trap,4,9201,11541,2340,25.432,0,Yes,0.6666666666666666,0.09180987955730568,0.0,27.0,2.89,0.0,29.89201120605513,10.0,39.89,🟢 Low
LST07739,2024,8,Meesho,Electronics,Portronics Mport 7C USB Hub,Portronics,Fake Countdown Timer,Urgency Creation,3,529,1138,609,115.1229,0,Yes,0.3333333333333333,0.4781418175897505,0.0,13.5,15.06,0.0,28.56146725407714,10.0,38.56,🟢 Low
LST07740,2024,8,Meesho,Toys,Webby Wooden Push & Pull Duck Toy,Webby,False Scarcity,Scarcity Creation,4,270,562,292,108.1481,0,Yes,0.6666666666666666,0.4480987697288338,0.0,27.0,14.12,0.0,41.11511124645826,10.0,51.12,🟡 Medium
LST07741,2024,8,Meesho,Mobile Phones,Motorola Moto G54 5G 8GB+256GB,Motorola,Social Proof Manipulation,Social Proof Misuse,2,15267,18119,2852,18.6808,0,Yes,0.0,0.06272995974331518,0.0,0.0,1.98,0.0,1.9759937319144278,10.0,11.98,🟢 Low
LST07742,2024,8,Meesho,Electronics,Mi 10000mAh Power Bank 3i,Xiaomi,Social Proof Manipulation,Social Proof Misuse,2,729,1392,663,90.9465,0,Yes,0.0,0.37400510509553314,0.0,0.0,11.78,0.0,11.781160810509293,10.0,21.78,🟢 Low
LST07743,2024,8,Meesho,Fashion,Allen Solly Women Straight Fit Trousers,Allen Solly,Fake Countdown Timer,Urgency Creation,3,1063,2176,1113,104.7037,0,Yes,0.3333333333333333,0.4332624627304766,0.0,13.5,13.65,0.0,27.14776757601001,10.0,37.15,🟢 Low
LST07744,2024,8,Meesho,Electronics,PTron Bassbuds Pro In-Ear TWS,PTron,Hidden Convenience Fee,Drip Pricing,5,647,1997,1350,208.6553,26,Yes,1.0,0.8810205194516545,0.21666666666666667,40.5,27.75,3.9,72.15214636272711,10.0,82.15,🔴 Critical
LST07746,2024,8,Meesho,Beauty,Minimalist 10% Niacinamide Serum,Minimalist,Forced Continuity,Subscription Trap,4,573,1034,461,80.4538,0,Yes,0.6666666666666666,0.32880915850348164,0.0,27.0,10.36,0.0,37.35748849285967,10.0,47.36,🟢 Low
LST07747,2024,8,Meesho,Electronics,Mi 10000mAh Power Bank 3i,Xiaomi,Social Proof Manipulation,Social Proof Misuse,2,885,1207,322,36.3842,0,Yes,0.0,0.13898506290053164,0.0,0.0,4.38,0.0,4.378029481366746,10.0,14.38,🟢 Low
LST07748,2024,8,Meesho,Books,The Subtle Art of Not Giving a F*ck,Mark Manson,Confirm Shaming,Misdirection,3,270,423,153,56.6667,0,Yes,0.3333333333333333,0.22634930535035722,0.0,13.5,7.13,0.0,20.63000311853625,10.0,30.63,🟢 Low
LST07749,2024,8,Meesho,Home & Kitchen,Bajaj Majesty 1000W Room Heater,Bajaj,Misleading Discount Badge,Pricing Manipulation,4,1437,2336,899,62.5609,0,Yes,0.6666666666666666,0.25173780863386575,0.0,27.0,7.93,0.0,34.929740971966766,10.0,44.93,🟢 Low
LST07750,2024,8,Meesho,Mobile Phones,POCO C65 6GB+128GB,POCO,False Scarcity,Scarcity Creation,4,7676,10360,2684,34.9661,0,Yes,0.6666666666666666,0.13287678077465473,0.0,27.0,4.19,0.0,31.185618594401625,10.0,41.19,🟢 Low
LST07752,2024,8,Meesho,Electronics,Mi 10000mAh Power Bank 3i,Xiaomi,Fake Countdown Timer,Urgency Creation,3,798,1214,416,52.1303,0,Yes,0.3333333333333333,0.20680934975073248,0.0,13.5,6.51,0.0,20.014494517148073,10.0,30.01,🟢 Low
LST07753,2024,8,Meesho,Home & Kitchen,Milton Thermosteel Flip Lid Flask 500ml,Milton,Hidden Convenience Fee,Drip Pricing,5,535,828,293,54.7664,36,Yes,1.0,0.21816400916263856,0.3,40.5,6.87,5.4,52.77216628862311,10.0,62.77,🟡 Medium
LST07754,2024,8,Meesho,Fashion,Raymond Men's Blazer,Raymond,Misleading Discount Badge,Pricing Manipulation,4,3087,7207,4120,133.4629,0,Yes,0.6666666666666666,0.5571389928161674,0.0,27.0,17.55,0.0,44.549878273709275,10.0,54.55,🟡 Medium
LST07756,2024,8,Meesho,Fashion,Raymond Men's Blazer,Raymond,Forced Continuity,Subscription Trap,4,3414,7069,3655,107.0592,0,Yes,0.6666666666666666,0.44340847397615957,0.0,27.0,13.97,0.0,40.96736693024902,10.0,50.97,🟡 Medium
LST07757,2024,8,Meesho,Mobile Phones,iQOO Z6 Lite 5G 4GB+128GB,iQOO,Social Proof Manipulation,Social Proof Misuse,2,8965,13713,4748,52.9615,0,Yes,0.0,0.21038963612195372,0.0,0.0,6.63,0.0,6.627273537841542,10.0,16.63,🟢 Low
LST07758,2024,8,Meesho,Books,The Psychology of Money - Morgan Housel,Morgan Housel,Inflated Original Price,Pricing Manipulation,5,245,408,163,66.5306,0,Yes,1.0,0.2688367773632173,0.0,40.5,8.47,0.0,48.96835848694135,10.0,58.97,🟡 Medium
LST07759,2024,8,Meesho,Toys,Mattel Hot Wheels 20-Car Gift Pack,Mattel,Fake Countdown Timer,Urgency Creation,3,728,1404,676,92.8571,0,Yes,0.3333333333333333,0.3822347671995458,0.0,13.5,12.04,0.0,25.54039516678569,10.0,35.54,🟢 Low
LST07760,2024,8,Meesho,Beauty,mCaffeine Coffee Face Scrub,mCaffeine,Social Proof Manipulation,Social Proof Misuse,2,309,632,323,104.5307,0,Yes,0.0,0.43251728763155783,0.0,0.0,13.62,0.0,13.624294560394071,10.0,23.62,🟢 Low
LST07763,2024,8,Meesho,Home & Kitchen,Solimo Stainless Steel Dinner Set 26 Pcs,Solimo,Hidden Convenience Fee,Drip Pricing,5,831,1487,656,78.941,58,Yes,1.0,0.3222929683899307,0.48333333333333334,40.5,10.15,8.7,59.35222850428281,10.0,69.35,🟠 High
LST07764,2024,8,Meesho,Fashion,Louis Philippe Slim Fit Chinos,Louis Philippe,Misleading Discount Badge,Pricing Manipulation,4,1334,2871,1537,115.2174,0,Yes,0.6666666666666666,0.4785488641033217,0.0,27.0,15.07,0.0,42.07428921925463,10.0,52.07,🟡 Medium
LST07765,2024,8,Meesho,Books,The Psychology of Money - Morgan Housel,Morgan Housel,Hidden Convenience Fee,Drip Pricing,5,266,386,120,45.1128,48,Yes,1.0,0.17658237716886876,0.4,40.5,5.56,7.2,53.26234488081937,10.0,63.26,🟡 Medium
LST07766,2024,8,Meesho,Home & Kitchen,Crompton Greaves Ozone Desert Air Cooler,Crompton,Fake Countdown Timer,Urgency Creation,3,7454,11256,3802,51.0062,0,Yes,0.3333333333333333,0.2019674345559661,0.0,13.5,6.36,0.0,19.86197418851293,10.0,29.86,🟢 Low
LST07767,2024,8,Meesho,Footwear,VKC Pride Women's Flip Flops,VKC,Social Proof Manipulation,Social Proof Misuse,2,239,521,282,117.9916,0,Yes,0.0,0.4904983713832087,0.0,0.0,15.45,0.0,15.450698698571072,10.0,25.45,🟢 Low
LST07768,2024,8,Meesho,Toys,Webby Wooden Push & Pull Duck Toy,Webby,Social Proof Manipulation,Social Proof Misuse,2,317,561,244,76.9716,0,Yes,0.0,0.31381003289969595,0.0,0.0,9.89,0.0,9.88501603634042,10.0,19.89,🟢 Low
LST07770,2024,8,Meesho,Beauty,Nykaa Cosmetics SKINgenius Setting Powder,Nykaa,Hidden Convenience Fee,Drip Pricing,5,503,942,439,87.2763,38,Yes,1.0,0.358196193835119,0.31666666666666665,40.5,11.28,5.7,57.483180105806255,10.0,67.48,🟠 High
LST07772,2024,8,Meesho,Beauty,Mamaearth Onion Hair Oil 250ml,Mamaearth,Fake Countdown Timer,Urgency Creation,3,370,592,222,60.0,0,Yes,0.3333333333333333,0.24070706348461104,0.0,13.5,7.58,0.0,21.082272499765246,10.0,31.08,🟢 Low
LST07774,2024,8,Meesho,Footwear,Action Men's Training Shoes,Action,Social Proof Manipulation,Social Proof Misuse,2,764,1387,623,81.5445,0,Yes,0.0,0.333507207523081,0.0,0.0,10.51,0.0,10.50547703697705,10.0,20.51,🟢 Low
LST07775,2024,8,Meesho,Beauty,Plum Green Tea Pore Cleansing Face Wash,Plum,Hidden Convenience Fee,Drip Pricing,5,356,586,230,64.6067,55,Yes,1.0,0.26054982723136866,0.4583333333333333,40.5,8.21,8.25,56.95731955778812,10.0,66.96,🟠 High
LST07776,2024,8,Meesho,Footwear,Red Tape Men's Casual Sneakers,Red Tape,Social Proof Manipulation,Social Proof Misuse,2,1257,2666,1409,112.0923,0,Yes,0.0,0.46508790051007876,0.0,0.0,14.65,0.0,14.65026886606748,10.0,24.65,🟢 Low
LST07777,2024,8,Meesho,Mobile Phones,OnePlus Nord CE 3 Lite 5G 8GB+128GB,OnePlus,Forced Continuity,Subscription Trap,4,15916,22015,6099,38.3199,0,Yes,0.6666666666666666,0.1473228400044452,0.0,27.0,4.64,0.0,31.640669460140025,10.0,41.64,🟢 Low
LST07778,2024,8,Meesho,Home & Kitchen,Cello Plastic Modular Drawer,Cello,Forced Continuity,Subscription Trap,4,327,570,243,74.3119,0,Yes,0.6666666666666666,0.3023537195436599,0.0,27.0,9.52,0.0,36.524142165625285,10.0,46.52,🟢 Low
LST07779,2024,8,Meesho,Electronics,Amkette EvoFox Elite Play Gamepad,Amkette,Forced Continuity,Subscription Trap,4,908,1729,821,90.4185,0,Yes,0.6666666666666666,0.371730813464151,0.0,27.0,11.71,0.0,38.709520624120756,10.0,48.71,🟢 Low
LST07780,2024,8,Meesho,Electronics,Noise ColorFit Ultra 3 Smart Watch,Noise,Hidden Convenience Fee,Drip Pricing,5,2049,4923,2874,140.2635,31,Yes,1.0,0.5864316967335486,0.25833333333333336,40.5,18.47,4.65,63.622598447106775,10.0,73.62,🟠 High
LST07781,2024,8,Meesho,Home & Kitchen,Pigeon by Stovekraft 1.5L Electric Kettle,Pigeon,Fake Countdown Timer,Urgency Creation,3,529,1069,540,102.0794,0,Yes,0.3333333333333333,0.4219586302906355,0.0,13.5,13.29,0.0,26.791696854155013,10.0,36.79,🟢 Low
LST07782,2024,8,Nykaa,Fashion,Global Desi Women Floral Print Top,Global Desi,Misleading Discount Badge,Pricing Manipulation,4,444,1062,618,139.1892,0,Yes,0.6666666666666666,0.5818042885903785,0.0,27.0,18.33,0.0,45.32683509059692,10.0,55.33,🟡 Medium
LST07784,2024,8,Nykaa,Home & Kitchen,Solimo Stainless Steel Dinner Set 26 Pcs,Solimo,Inflated Original Price,Pricing Manipulation,5,881,1446,565,64.1317,0,Yes,1.0,0.2585038262372275,0.0,40.5,8.14,0.0,48.64287052647266,10.0,58.64,🟡 Medium
LST07785,2024,8,Nykaa,Beauty,Minimalist 10% Niacinamide Serum,Minimalist,False Scarcity,Scarcity Creation,4,670,1038,368,54.9254,0,Yes,0.6666666666666666,0.21884888107436162,0.0,27.0,6.89,0.0,33.89373975384239,10.0,43.89,🟢 Low
LST07786,2024,8,Nykaa,Home & Kitchen,Solimo Stainless Steel Dinner Set 26 Pcs,Solimo,Misleading Discount Badge,Pricing Manipulation,4,852,1513,661,77.5822,0,Yes,0.6666666666666666,0.31644011333553296,0.0,27.0,9.97,0.0,36.967863570069284,10.0,46.97,🟢 Low
LST07789,2024,8,Nykaa,Footwear,Bata Men's Formal Lace-up Shoes,Bata,Forced Continuity,Subscription Trap,4,1346,2620,1274,94.6508,0,Yes,0.6666666666666666,0.3899608976904741,0.0,27.0,12.28,0.0,39.28376827724993,10.0,49.28,🟢 Low
LST07790,2024,8,Nykaa,Toys,Mattel Hot Wheels 20-Car Gift Pack,Mattel,Confirm Shaming,Misdirection,3,869,1459,590,67.8941,0,Yes,0.3333333333333333,0.27470987705903077,0.0,13.5,8.65,0.0,22.153361127359467,10.0,32.15,🟢 Low
LST07791,2024,8,Nykaa,Home & Kitchen,Bajaj Majesty 1000W Room Heater,Bajaj,Forced Continuity,Subscription Trap,4,1294,2342,1048,80.9892,0,Yes,0.6666666666666666,0.3311153246766672,0.0,27.0,10.43,0.0,37.43013272731502,10.0,47.43,🟢 Low
LST07792,2024,8,Nykaa,Electronics,Mi 10000mAh Power Bank 3i,Xiaomi,Forced Continuity,Subscription Trap,4,778,1289,511,65.6812,0,Yes,0.6666666666666666,0.2651780968486416,0.0,27.0,8.35,0.0,35.353110050732205,10.0,45.35,🟢 Low
LST07793,2024,8,Nykaa,Fashion,Arrow Men's Formal Trousers,Arrow,Confirm Shaming,Misdirection,3,830,1920,1090,131.3253,0,Yes,0.3333333333333333,0.5479315576054811,0.0,13.5,17.26,0.0,30.759844064572654,10.0,40.76,🟢 Low
LST07794,2024,8,Nykaa,Fashion,Raymond Men's Blazer,Raymond,Forced Continuity,Subscription Trap,4,3696,6607,2911,78.7608,0,Yes,0.6666666666666666,0.3215167802233113,0.0,27.0,10.13,0.0,37.127778577034306,10.0,47.13,🟢 Low
LST07796,2024,8,Nykaa,Beauty,WOW Skin Science Apple Cider Vinegar Shampoo,WOW,False Scarcity,Scarcity Creation,4,310,591,281,90.6452,0,Yes,0.6666666666666666,0.3727072943596706,0.0,27.0,11.74,0.0,38.74027977232962,10.0,48.74,🟢 Low
LST07797,2024,8,Nykaa,Toys,NHR Carrom Board with Coins & Striker,NHR,Misleading Discount Badge,Pricing Manipulation,4,826,1784,958,115.9806,0,Yes,0.6666666666666666,0.48183624927959223,0.0,27.0,15.18,0.0,42.177841852307154,10.0,52.18,🟡 Medium
LST07798,2024,8,Nykaa,Toys,LEGO Classic Creative Brick Box,LEGO,Forced Continuity,Subscription Trap,4,1788,3436,1648,92.17,0,Yes,0.6666666666666666,0.3792751729193893,0.0,27.0,11.95,0.0,38.94716794696076,10.0,48.95,🟢 Low
LST07799,2024,8,Nykaa,Electronics,Zebronics Zeb-County Wireless Mouse,Zebronics,Forced Continuity,Subscription Trap,4,498,864,366,73.494,0,Yes,0.6666666666666666,0.2988307212002746,0.0,27.0,9.41,0.0,36.41316771780865,10.0,46.41,🟢 Low
LST07801,2024,8,Nykaa,Beauty,Plum Green Tea Pore Cleansing Face Wash,Plum,Confirm Shaming,Misdirection,3,322,600,278,86.3354,0,Yes,0.3333333333333333,0.35414338891851405,0.0,13.5,11.16,0.0,24.65551675093319,10.0,34.66,🟢 Low
LST07803,2024,8,Nykaa,Toys,Mattel Hot Wheels 20-Car Gift Pack,Mattel,Hidden Convenience Fee,Drip Pricing,5,795,1458,663,83.3962,68,Yes,1.0,0.3414831655038202,0.5666666666666667,40.5,10.76,10.2,61.45671971337033,10.0,71.46,🟠 High
LST07804,2024,8,Nykaa,Toys,Itsy Bitsy Wooden Building Blocks 50pcs,Itsy Bitsy,Social Proof Manipulation,Social Proof Misuse,2,473,937,464,98.0973,0,Yes,0.0,0.40480625016691063,0.0,0.0,12.75,0.0,12.751396880257685,10.0,22.75,🟢 Low
LST07805,2024,8,Nykaa,Electronics,Noise ColorFit Ultra 3 Smart Watch,Noise,Confirm Shaming,Misdirection,3,2014,5224,3210,159.3843,0,Yes,0.3333333333333333,0.6687920668572821,0.0,13.5,21.07,0.0,34.566950106004384,10.0,44.57,🟢 Low
LST07806,2024,8,Nykaa,Books,Deep Work - Cal Newport,Cal Newport,Misleading Discount Badge,Pricing Manipulation,4,258,429,171,66.2791,0,Yes,0.6666666666666666,0.26775347367895097,0.0,27.0,8.43,0.0,35.43423442088695,10.0,45.43,🟢 Low
LST07807,2024,8,Nykaa,Footwear,Metro Women's Block Heel Pumps,Metro,Social Proof Manipulation,Social Proof Misuse,2,922,2153,1231,133.5141,0,Yes,0.0,0.5573595301864833,0.0,0.0,17.56,0.0,17.556825200874222,10.0,27.56,🟢 Low
LST07809,2024,8,Nykaa,Home & Kitchen,NoBroker Wooden Foldable Study Table,NoBroker,Forced Continuity,Subscription Trap,4,1481,3057,1576,106.4146,0,Yes,0.6666666666666666,0.4406319429428472,0.0,27.0,13.88,0.0,40.879906202699686,10.0,50.88,🟡 Medium
LST07810,2024,8,Nykaa,Mobile Phones,Samsung Galaxy M14 5G 4GB+128GB,Samsung,Misleading Discount Badge,Pricing Manipulation,4,11534,15773,4239,36.7522,0,Yes,0.6666666666666666,0.14057017524967672,0.0,27.0,4.43,0.0,31.427960520364813,10.0,41.43,🟢 Low
LST07812,2024,8,Nykaa,Footwear,Action Men's Training Shoes,Action,Fake Countdown Timer,Urgency Creation,3,762,1443,681,89.3701,0,Yes,0.3333333333333333,0.367214966217293,0.0,13.5,11.57,0.0,25.06727143584473,10.0,35.07,🟢 Low
LST07814,2024,8,Nykaa,Beauty,Nykaa Cosmetics SKINgenius Setting Powder,Nykaa,Confirm Shaming,Misdirection,3,447,950,503,112.528,0,Yes,0.3333333333333333,0.46696462184302046,0.0,13.5,14.71,0.0,28.209385588055145,10.0,38.21,🟢 Low
LST07815,2024,8,Nykaa,Beauty,Sugar Cosmetics Matte Attack Lipstick,Sugar,Hidden Convenience Fee,Drip Pricing,5,345,633,288,83.4783,64,Yes,1.0,0.3418368006230181,0.5333333333333333,40.5,10.77,9.6,60.86785921962507,10.0,70.87,🟠 High
LST07816,2024,8,Nykaa,Mobile Phones,POCO C65 6GB+128GB,POCO,Misleading Discount Badge,Pricing Manipulation,4,6643,11567,4924,74.1231,0,Yes,0.6666666666666666,0.3015404879906202,0.0,27.0,9.5,0.0,36.49852537170454,10.0,46.5,🟢 Low
LST07819,2024,8,Nykaa,Electronics,PTron Bassbuds Pro In-Ear TWS,PTron,Fake Countdown Timer,Urgency Creation,3,732,2004,1272,173.7705,0,Yes,0.3333333333333333,0.7307587605455198,0.0,13.5,23.02,0.0,36.518900957183874,10.0,46.52,🟢 Low
LST07820,2024,8,Nykaa,Toys,Webby Wooden Push & Pull Duck Toy,Webby,Inflated Original Price,Pricing Manipulation,5,277,637,360,129.9639,0,Yes,1.0,0.5420675033877469,0.0,40.5,17.08,0.0,57.57512635671403,10.0,67.58,🟠 High
LST07821,2024,8,Nykaa,Toys,Hasbro Monopoly Classic Board Game,Hasbro,Confirm Shaming,Misdirection,3,762,1572,810,106.2992,0,Yes,0.3333333333333333,0.4401348723855338,0.0,13.5,13.86,0.0,27.36424848014431,10.0,37.36,🟢 Low
LST07825,2024,8,Nykaa,Fashion,W Women's Printed Kurta,W,Social Proof Manipulation,Social Proof Misuse,2,634,1345,711,112.1451,0,Yes,0.0,0.465315329673217,0.0,0.0,14.66,0.0,14.657432884706333,10.0,24.66,🟢 Low
LST07827,2024,8,Nykaa,Books,Ikigai - Hector Garcia,Hector Garcia,Inflated Original Price,Pricing Manipulation,5,195,364,169,86.6667,0,Yes,1.0,0.35557042076979606,0.0,40.5,11.2,0.0,51.70046825424858,10.0,61.7,🟡 Medium
LST07830,2024,8,Nykaa,Fashion,Louis Philippe Slim Fit Chinos,Louis Philippe,Inflated Original Price,Pricing Manipulation,5,1369,2909,1540,112.4909,0,Yes,1.0,0.4668048183969517,0.0,40.5,14.7,0.0,55.20435177950398,10.0,65.2,🟠 High
LST07832,2024,8,Nykaa,Books,The Subtle Art of Not Giving a F*ck,Mark Manson,Misleading Discount Badge,Pricing Manipulation,4,222,411,189,85.1351,0,Yes,0.6666666666666666,0.3489732520905822,0.0,27.0,10.99,0.0,37.99265744085334,10.0,47.99,🟢 Low
LST07833,2024,8,Nykaa,Fashion,Arrow Men's Formal Trousers,Arrow,Inflated Original Price,Pricing Manipulation,5,903,2022,1119,123.9203,0,Yes,1.0,0.5160354789494496,0.0,40.5,16.26,0.0,56.75511758690766,10.0,66.76,🟠 High
LST07834,2024,8,Nykaa,Footwear,VKC Pride Women's Flip Flops,VKC,Confirm Shaming,Misdirection,3,251,514,263,104.7809,0,Yes,0.3333333333333333,0.433594991734156,0.0,13.5,13.66,0.0,27.158242239625913,10.0,37.16,🟢 Low
LST07835,2024,8,Nykaa,Beauty,Minimalist 10% Niacinamide Serum,Minimalist,Hidden Convenience Fee,Drip Pricing,5,599,1076,477,79.6327,67,Yes,1.0,0.32527237657445157,0.5583333333333333,40.5,10.25,10.05,60.79607986209523,10.0,70.8,🟠 High
LST07836,2024,8,Nykaa,Fashion,W Women's Printed Kurta,W,Inflated Original Price,Pricing Manipulation,5,639,1245,606,94.8357,0,Yes,1.0,0.3907573304985092,0.0,40.5,12.31,0.0,52.808855910703045,10.0,62.81,🟡 Medium
LST07837,2024,8,Nykaa,Mobile Phones,OPPO A78 5G 8GB+128GB,OPPO,False Scarcity,Scarcity Creation,4,17815,22068,4253,23.8731,0,Yes,0.6666666666666666,0.08509511966306026,0.0,27.0,2.68,0.0,29.680496269386396,10.0,39.68,🟢 Low
LST07838,2024,8,Nykaa,Footwear,Woodland Men's Camel Leather Boot,Woodland,False Scarcity,Scarcity Creation,4,2510,4273,1763,70.239,0,Yes,0.6666666666666666,0.28481023017726553,0.0,27.0,8.97,0.0,35.97152225058386,10.0,45.97,🟢 Low
LST07840,2024,8,Nykaa,Electronics,iBall Slide Elan 3x32 Tablet,iBall,Forced Continuity,Subscription Trap,4,7541,9895,2354,31.216,0,Yes,0.6666666666666666,0.11672371061017349,0.0,27.0,3.68,0.0,30.676796884220465,10.0,40.68,🟢 Low
LST07841,2024,8,Nykaa,Home & Kitchen,Pigeon by Stovekraft 1.5L Electric Kettle,Pigeon,Social Proof Manipulation,Social Proof Misuse,2,511,1046,535,104.6967,0,Yes,0.0,0.43323231113687877,0.0,0.0,13.65,0.0,13.646817800811679,10.0,23.65,🟢 Low
LST07843,2024,8,Nykaa,Beauty,Plum Green Tea Pore Cleansing Face Wash,Plum,Confirm Shaming,Misdirection,3,315,552,237,75.2381,0,Yes,0.3333333333333333,0.3063432061137094,0.0,13.5,9.65,0.0,23.149810992581845,10.0,33.15,🟢 Low
LST07846,2024,9,Flipkart,Toys,Skillofun Wooden Jigsaw Puzzle,Skillofun,Confirm Shaming,Misdirection,3,372,710,338,90.8602,0,Yes,0.3333333333333333,0.37363337902017657,0.0,13.5,11.77,0.0,25.26945143913556,10.0,35.27,🟢 Low
LST07848,2024,9,Flipkart,Electronics,Portronics Mport 7C USB Hub,Portronics,Hidden Convenience Fee,Drip Pricing,5,589,1229,640,108.6587,63,Yes,1.0,0.4502981131132726,0.525,40.5,14.18,9.45,64.13439056306808,10.0,74.13,🟠 High
LST07849,2024,9,Flipkart,Electronics,Zebronics Zeb-County Wireless Mouse,Zebronics,Social Proof Manipulation,Social Proof Misuse,2,547,942,395,72.2121,0,Yes,0.0,0.293309102938402,0.0,0.0,9.24,0.0,9.239236742559662,10.0,19.24,🟢 Low
LST07852,2024,9,Flipkart,Home & Kitchen,Crompton Greaves Ozone Desert Air Cooler,Crompton,Social Proof Manipulation,Social Proof Misuse,2,7000,10533,3533,50.4714,0,Yes,0.0,0.1996638528050889,0.0,0.0,6.29,0.0,6.2894113633603,10.0,16.29,🟢 Low
LST07853,2024,9,Flipkart,Mobile Phones,iQOO Z6 Lite 5G 4GB+128GB,iQOO,Forced Continuity,Subscription Trap,4,10406,13516,3110,29.8866,0,Yes,0.6666666666666666,0.11099749224888676,0.0,27.0,3.5,0.0,30.49642100583993,10.0,40.5,🟢 Low
LST07855,2024,9,Flipkart,Beauty,Lakme Absolute Skin Natural Mousse Foundation,Lakme,Inflated Original Price,Pricing Manipulation,5,484,826,342,70.6612,0,Yes,1.0,0.2866288020082684,0.0,40.5,9.03,0.0,49.528807263260454,10.0,59.53,🟡 Medium
LST07857,2024,9,Flipkart,Fashion,Global Desi Women Floral Print Top,Global Desi,Hidden Convenience Fee,Drip Pricing,5,538,1058,520,96.6543,120,Yes,1.0,0.3985907145152356,1.0,40.5,12.56,18.0,71.05560750722994,10.0,81.06,🔴 Critical
LST07858,2024,9,Flipkart,Footwear,Bata Men's Formal Lace-up Shoes,Bata,Inflated Original Price,Pricing Manipulation,5,1277,2564,1287,100.7831,0,Yes,1.0,0.4163749858933616,0.0,40.5,13.12,0.0,53.615812055640895,10.0,63.62,🟡 Medium
LST07859,2024,9,Flipkart,Electronics,Logitech MK235 Wireless Keyboard Mouse,Logitech,False Scarcity,Scarcity Creation,4,1625,2187,562,34.5846,0,Yes,0.6666666666666666,0.13123351892357088,0.0,27.0,4.13,0.0,31.133855846092484,10.0,41.13,🟢 Low
